a: ä°
western: ẃe°st'rn
Westerner: we°st'rn'r
westerners: we°st'rn'rz
westernisation:> westernization
westernise:> westernize
westernised:> westernized
westernism: we°st'rniz'm
westernization: west'rnizä°ś'n
westernize: we°st'rnïz
westernized: we°st'rnïzd
westernmost: we°st'rnmöst
westerns: we°st'rnz
Westfalen: vestfá°l'n
westing: we°stiń
Westinghouse: we°stińhaús
Westminster: westmi°nst'r
Weston: we°st'n
Westphalia: we°stfälë'
westward: we°stw'rd
westwardly: we°stw'rdlë
westwards: we°stw'rdz
wet: we°t
weta: we°t'
wetback: we°tbak
wether: we°ð'r
wetland: we°tland
wetlands: we°tlandz
wetness: we°tn's
wetproof: we°tprüf
wetsuit: we°tsüt
wettability: wet'bi°litë
wettable: we°t'b'l
wetter: we°t'r
wettest: we°t'st
wetting: ẃe°tiń
Wexford: we°ksf'rd
wey: wä°
Weyden: vï°d'n
Weymouth: wä°m'þ
whack: ẃa°k
whacked: ẃa°kt
whacker: ẃa°k'r
whacking: ẃa°kiń
whacko: wa°kö
whacks: ẃa°ks
whale: ẃä°l
whaleback: ẃä°lbak
whaleboat: ẃä°lböt
whalebone: ẃä°lbön
whaler: ẃä°l'r
whalers: ẃä°l'rz
whales: ẃä°lz
whaling: ẃä°liń
wham: ẃa°m
whammo: ẃa°mö
whammy: ẃa°më
whang: ẃa°ń
whangee: ẃańë°
whap: whá°p
whapper: ẃá°p'r
whapping: whá°piń
whare: wá°rë
wharf: ẃó°rf
wharfage: ẃo°rfij
wharfie: wo°rfë
wharfinger: ẃo°rfinj'r
Wharton: wó°rt'n
wharve: ẃo°rv
wharves: ẃo°rvz
what: ẃu°t
whatever: ẃute°v'r
whatnot: ẃu°tnot
whats: ẃ'ts
whatso: wá°tsö
whatsoever: ẃutsöe°v'r
wheal: ẃë°l
wheat: ẃë°t
wheatear: ẃë°tër
wheaten: ẃë°t'n
Wheaties: ẃë°tëz
wheatmeal: wë°tmël
Wheatstone: ẃë°tstön
wheatworm: ẃë°twérm
whee: wë°
wheedle: ẃë°d'l
wheel: ẃë°l
wheelbarrow: wë°lbarö
wheelbarrows: ẃë°lberöz
wheelbase: ẃë°lbäs
wheelchair: ẃë°lćär
wheelchairs: ẃë°lćerz
wheeled: ẃë°ld
Wheeler: ẃë°l'r
wheelers: ẃë°l'rz
wheelhorse: ẃë°lhórs
wheelhouse: ẃë°lhaús
wheelie: wë°lë
wheeling: ẃë°liń
wheelman: ẃë°lm'n
wheels: ẃë°lz
wheelsman: ẃë°lzm'n
wheelwork: ẃë°lwérk
wheelwright: ẃë°lrït
wheen: ẃë°n
wheeze: ẃë°z
wheezes: ẃë°z'z
wheezing: ẃë°ziń
wheezy: ẃë°zë
whelk: ẃe°lk
whelked: ẃe°lkt
whelm: ẃe°lm
whelp: we°lp
when: ẃe°n
whenas: ẃena°z
whence: ẃe°ns
whencesoever: ẃenssöe°v'r
whenever: ẃene°v'r
whensoever: wensöe°v'r
where: ẃe°r
where'er: wärä°r
whereabouts: ẃe°r'baúts
whereafter: wära°ft'r
whereas: ẃera°z
whereat: ẃära°t
whereby: ẃerbï°
wherefore: wä°för
wherefrom: ẃärfru°m
wherein: ẃeri°n
whereinto: ẃäri°ntü
whereof: ẃäru°v
whereon: ẃärá°n
whereout: wäraú°t
wheresoe'er: wärsöä°r
wheresoever: wäsöe°v'r
wherethrough: ẃärþrü°
whereto: ẃärtü°
whereunder: wäru°nd'r
whereunto: ẃäru°ntú
whereupon: ẃe°r'po°n
wherever: ẃere°v'r
wherewith: ẃärwi°þ
wherewithal: ẃe°rwiðól
wherry: ẃe°rë
wherryman: we°rëm'n
whet: ẃe°t
whether: ẃe°ð'r
whetstone: ẃe°tstön
whetted: ẃe°tid
whew: ẃü°
whey: ẃä°
wheyey: ẃä°ë
which: ẃi°ć
whichever: ẃiće°v'r
whichsoever: ẃićsöe°v'r
whicker: ẃi°k'r
whidah: ẃi°d'
whiff: ẃi°f
whiffet: ẃi°fit
whiffle: ẃi°f'l
whiffler: ẃi°fl'r
whiffletree: ẃi°f'ltrë
whiffy: ẃi°fë
Whig: ẃi°g
Whiggery: ẃi°g'rë
Whiggish: ẃi°giś
Whiggism: ẃi°giz'm
whigmaleerie: ẃigm'lë°rë
whigmaleery: ẃigm'lë°rë
Whigs: ẃi°gz
while: ẃï°l
whiles: ẃï°lz
whilom: ẃï°l'm
whilst: wï°lst
whim: ẃi°m
whimbrel: wi°mbrël
whimper: ẃi°mp'r
whimpering: ẃi°mp'riń
whims: ẃi°mz
whimsical: ẃi°mzik'l
whimsicality: ẃimzika°litë
whimsically: ẃi°mziklë
whimsy: ẃi°msë
whin: ẃi°n
whinchat: ẃi°nćat
whine: ẃï°n
whiner: ẃï°n'r
whiners: ẃï°n'rz
whines: ẃï°nz
whinge: ẃi°nj
whining: ẃï°niń
whinny: ẃi°në
whinstone: ẃi°nstön
whiny: ẃï°në
whip: ẃi°p
whipcord: ẃi°pkórd
whiplash: ẃi°plaś
whiplashes: ẃi°plaś'z
whipped: ẃi°pt
whippersnapper: ẃi°p'rsnap'r
whippet: whi°pit
whipping: ẃi°piń
Whipple: ẃi°p'l
whippletree: wi°p'ltrë
whippoorwill: ẃi°p'rwil
whippoorwills: ẃi°p'rwilz
whippy: ẃi°pë
whipray: ẃi°prä
whips: ẃi°ps
whipsaw: ẃi°psó
whipsawed: ẃi°psód
whipsawing: ẃi°psóiń
whipstall: ẃi°pstál
whipster: wi°pst'r
whipstitch: ẃi°pstić
whipstock: ẃi°pstok
whiptail: ẃi°ptäl
whir: ẃé°r
whirl: ẃé°rl
whirlabout: ẃé°rl'baút
whirled: ẃé°rld
whirligig: ẃé°rl'gig
whirling: ẃé°rliń
whirlpool: ẃé°rlpül
whirlpools: ẃé°rlpülz
whirlwind: ẃé°rlwind
whirly: ẃé°rlë
whirlybird: ẃé°rlëbérd
whirr:> whir
whirring: ẃé°riń
whirry: ẃé°rë
whish: ẃi°ś
whisht: ẃi°śt
whisk: ẃi°sk
whisked: ẃi°skt
whisker: ẃi°sk'r
whiskers: ẃi°sk'rz
whiskey: ẃi°skë
whiskeys: ẃi°skëz
whiskies:> whiskeys
whisks: ẃi°sks
whisky:> whiskey
whisper: ẃi°sp'r
whispered: ẃi°sp'rd
whisperer: ẃi°sp'r'r
whispering: ẃi°sp'riń
whisperingly: ẃi°sp'rińlë
whispers: ẃi°sp'rz
whist: ẃi°st
whistle: ẃi°s'l
whistleblower: ẃi°s'lblö'r
whistleblowers: ẃi°s'lblö'rz
whistled: ẃi°s'ld
Whistler: ẃi°sl'r
Whistlerian: ẃislë°rë'n
whistlers: ẃi°sl'rz
whistles: ẃi°s'lz
whistling: ẃi°sliń
whistlingly: ẃi°slińlë
whit: ẃi°t
Whitaker: ẃi°t'k'r
white: ẃï°t
whitebait: wï°tbät
whitebeam: ẃï°tbëm
whitebeard: ẃï°tbërd
whitecap: ẃï°tkap
Whitechapel: ẃï°tćap'l
whited: ẃï°tid
whiteface: ẃï°tfäs
Whitefield: ẃï°tfëld
whitefish: ẃï°tfiś
whitefly: ẃï°tflï
Whitehall: ẃï°thál
Whitehead: ẃï°thed
Whitehorse: ẃï°thórs
Whiteley: ẃï°tlë
whiteline: ẃï°tlïn
whitely: ẃï°tlë
whiten: ẃï°t'n
whitener: ẃï°tn'r
whiteness: ẃï°tn's
whitening: ẃï°tiniń
whiter: ẃï°t'r
whites: ẃï°ts
whitesmith: wï°tsmiþ
whitest: ẃï°tist
whitetail: ẃï°ttäl
whitethorn: ẃï°tþórn
whitethroat: ẃï°tþröt
whitewall: ẃï°twál
whitewash: ẃï°twáś
whitewashed: ẃï°twośt
whitewater: ẃï°twót'r
whitewing: ẃï°twiń
whitewood: ẃï°twúd
whitey: ẃï°të
Whitfield: ẃi°tfëld
whither: ẃi°ð'r
whithersoever: ẃið'rsöe°v'r
whitherward: ẃi°ð'rw'rd
whiting: ẃï°tiń
whitings: ẃï°tińz
whitish: ẃï°tiś
whitishness: ẃï°tiśnes
whitleather: ẃi°tleð'r
Whitley: ẃi°tlë
whitling: ẃi°tliń
whitlow: ẃi°tlö
whitlowwort: ẃi°tlöwért
Whitman: ẃi°tm'n
Whitney: ẃi°tnë
whitrack: ẃi°trak
Whitsun: ẃi°ts'n
Whitsunday: ẃi°tsu°ndë
Whitsuntide: ẃi°ts'ntïd
Whittier: ẃi°të'r
Whittington: ẃi°tińt'n
whittle: ẃi°t'l
whittled: ẃi°t'ld
whittling: ẃi°tliń
whity: ẃï°të
whiz: ẃi°z
whizz:> whiz
whizzed: ẃi°zd
whizzer: ẃi°z'r
whizzes: ẃi°ziz
whizzing: ẃi°ziń
who: hü°
who'd: hü°d
who'll: hü°l
who're: hü°'r
who've: hü°v
whoa: ẃö°
whodunit: hüdu°nit
whodunits: hüdu°nits
whoever: hüe°v'r
whole: hö°l
wholefood: hö°lfüd
wholegrain: hö°lgrän
wholehearted: hö°lhá°rtid
wholeheartedly: hö°lhá°rtidlë
wholeheartedness: hö°lhá°rtidnes
wholemeal: hö°lmël
wholeness: hö°lnis
wholes: hö°lz
wholesale: hö°lsäl
wholesaler: hö°lsäl'r
wholesalers: hö°lsäl'rz
wholesales: hö°lsälz
wholesaling: hö°lsäliń
wholesome: hö°ls'm
wholesomeness: hö°ls'mn's
wholewheat: hö°lwët
wholism: hö°liz'm
wholly: hö°lë
whom: hü°m
whomever: hüme°v'r
whomp: ẃá°mp
whomsoever: hümsöe°v'r
whoop: ẃü°p
whooped: ẃü°pt
whoopee/inj: ẃú°pë°; n: ẃú°pë
whooper: hü°p'r
whoopie: ẃü°pë
whooping: ẃü°piń
whoops: ẃü°ps
whoosh: ẃü°ś
whoosis: hü°zis
whop: ẃá°p
whopper: ẃo°p'r
whoppers: ẃo°p'rz
whopping: ẃo°piń
whore: hó°r
whoredom: hö°rd'm
whorehouse: hó°rhaús
whoremaster: hö°rmast'r
whoremonger: hö°rmoń'r
whores: hó°rz
whoreson: hö°rs'n
whorish: hö°riś
whorl: ẃó°rl
whorled: ẃé°rld
whorls: ẃó°rlz
whort: ẃé°rt
whortle: ẃé°rt'l
whortleberry: ẃé°rt'lberë
whose: hü°z
whosesoever: hüzsöe°v'r
whosis: hü°zis
whoso: hü°sö
whosoever: hüsöe°v'r
why: ẃï°
why'd: ẃï°d
Whyalla: ẃïa°l'
whydah: ẃi°d'
whys: ẃï°z
Wicca: wi°k'
Wiccan: wi°k'n
wice: wï°s
wich: wi°ć
Wichita: wi°ćito
wick: wi°k
wicked: wi°k'd
wickedly: wi°kidlë
wickedness: wi°k'dn's
wickens: wi°k'nz
wicker: wi°k'r
wickerwork: wi°k'rwérk
Wickes: wi°ks
wicket: ẃi°k't
wicketkeeper: wi°kitkëp'r
wickets: ẃi°k'ts
wicking: wi°kiń
wickiup: wi°këup
Wickliffe: wi°klif
Wicklow: wi°klö
wicks: wi°ks
wicopy: wi°k'pë
widder: wi°d'r
widdle: wi°d'l
widdled: wi°d'ld
widdy: wi°dë
wide: wï°d
wideawake: wï°d'wäk
widebody: wï°dbodë
widely: wï°dlë
widen: wï°d'n
widened: wï°d'nd
widener: wi°dën'r
widening: wï°d'niń
widens: wï°d'nz
wider: wï°d'r
widespread: wï°dspre°d
widest: wï°d'st
widget: wi°jit
widgets: wi°jits
widish: wï°diś
widow: wi°dö
widowed: wi°död
widower: wi°dö'r
widowers: wi°dö'rz
widowhood: wi°döhúd
widows: wi°döz
width: wi°dþ
widths: wi°dþs
widthwise: wi°dþwïz
Wieland: wë°l'nd
wield: wë°ld
wielded: wë°ldid
wielding: wë°ldiń
wields: wë°ldz
wieldy: wë°ldë
Wien: wë°n
wiener: wë°n'r
wieners: wë°n'rz
wienerwurst: wë°n'rwérst
wienie: wë°në
Wiesbaden: wë°sbod'n
Wiesel: wë°s'l
Wiesenthal: wë°s'nþo°l
wife: wï°f
wifehood: wï°fhúd
wifelike: wï°flïk
wifely: wï°flë
wig: wi°g
Wigan: wi°g'n
wigeon: wi°j'n
wiggery: wi°g'rë
wigging: wi°giń
Wiggins: wi°ginz
wiggle: wi°g'l
wiggler: wi°gl'r
wiggling: wi°g'liń
wiggly: wi°g'lë
wight: wï°t
wigs: wi°gz
wigwag: wi°gwag
wigwam: wi°gwám
wikiup: wi°këup
Wilberforce: wi°lb'rfórs
Wilbert: wi°lb'rt
Wilbur: wi°lb'r
Wilburn: wi°lb'rn
Wilcox: wi°lkoks
wild: wï°ld
Wilda: wi°ld'
wildcard: wï°ldkord
wildcat: wï°ldkat
wildcats: wï°ldkats
wildcatter: wï°ldkat'r
wildcatters: wï°ldkat'rz
wildcatting: wï°ldkatiń
Wilde: wï°ld
wildebeest: wi°ld'bëst
wilder: wï°ld'r
wilderness: wi°ld'rn's
wildest: wï°ldist
wildfire: wï°ldfï'r
wildfires: wï°ldfï'rz
wildflower: wï°ldflaú'r
wildflowers: wï°ldflaúrz
wildfowl: wï°ldfaúl
wilding: wï°ldiń
wildlife: wï°ldlïf
wildling: wï°ldliń
wildly: wï°ldlë
wildness: wï°ldn's
wilds: wï°ldz
wildwood: wï°ldwúd
wildwoods: wï°ldwúdz
wile: wï°l
wiles: wï°lz
Wiley: wï°lë
Wilford: wi°lf'rd
Wilfred: wi°lfrid
Wilfredo: wilfä°dö
wilful:> willful
wilfully:> willfully
Wilhelm: wi°lhelm
Wilhelmina: wilhelmë°n'
Wilhelmine: wi°lhilmin
Wilhelmstrasse: vi°lhelmśtrás'
wiliness: wï°lën's
wiling: wï°liń
Wilkerson: wi°lk'rs'n
Wilkes: wi°lks
Wilkins: wi°lkinz
Wilkinson: wi°lkins'n
will: wi°l
Willa: wi°l'
willable: wi°l'b'l
Willamette: wil'me°t
Willard: wi°l'rd
willed: wi°ld
Willemstad: wi°l'mstát
willer: wi°l'r
willers: wi°l'rz
willet: wi°lit
willets: wi°lits
willey: wi°lë
willful: wi°lf'l
willfully: wi°lf'lë
William: wi°ly'm
Williams: wi°ly'mz
Williamsburg: wi°ly'mzb'rg
Williamson: wi°ly'ms'n
Willie: wi°lë
willies: wi°lëz
willing: wi°liń
willinger: wi°liń'r
willingly: wi°lińlë
willingness: wi°lińn's
Willis: wi°lis
williwaw: wi°lëwo
willow: wi°lö
willower: wi°lö'r
willows: wi°löz
willowy: wi°l'wë
willpower: wi°lpaú'r
wills: wi°lz
Willy: wi°lë
willyard: wi°lyord
Wilma: wi°lm'
Wilmer: wi°lm'r
Wilmington: wi°lmińt'n
Wilson: wi°ls'n
Wilsonian: wilsö°në'n
wilt: wi°lt
wilted: wi°ltid
wilting: wi°ltiń
Wilton: wi°lt'n
wilts: wi°lts
Wiltshire: wi°ltśër
wily: wï°lë
wimble: wi°mb'l
Wimbledon: wi°mb'ld'n
wimp: wi°mp
wimpiness: wi°mpën's
wimple: wi°mp'l
wimps: wi°mps
wimpy: wi°mpë
win: wi°n
wince: wi°ns
winced: wi°nst
wincey: wi°nsë
winceyette: winsie°t
winch: wi°nć
Winchell: wi°nć'l
Winchester: wi°nćest'r
wincing: wi°nsiń
wind/n: wi°nd; v: wï°nd
windage: wi°ndij
windbag: wi°ndbag
windblown: wi°ndblön
windbound: wi°ndbaúnd
windbreak: wi°ndbräk
windbreaker: wi°ndbräk'r
windburn: wi°ndbérn
windcheater: wi°ndćët'r
windchest: wi°ndćest
windchill: wi°ndćil
winded: wi°ndid
winder: wï°nd'r
Windermere: wi°nd'rmër
winders: wi°nd'rz
windfall: wi°ndfál
windfalls: wi°ndfólz
windflaw: wi°ndflo
windflower: wi°ndflaú'r
windgall: wi°ndgál
Windhoek: wi°ndhök
windhover: wi°ndhuv'r
winding: wï°ndiń
windjammer: wi°ndjam'r
windlass: wi°ndl's
windle: wi°nd'l
windlestraw: wi°nd'lstrá
windmill: wi°ndmil
windmills: wi°ndmilz
window: wi°ndö
windowed: wi°ndöd
windowing: wi°ndöëń
windowless: wi°ndöl's
windowlight: wi°ndölït
windowpane: wi°ndöpän
windowpanes: wi°ndöpänz
windows: wi°ndöz
windowsill: wi°ndösil
windpipe: wi°ndpïp
windproof: wi°ndprüf
windrode: wi°ndröd
windrow: wi°ndrö
winds: wi°ndz
windscreen: wi°ndskrën
windshield: wi°ndśëld
windshields: wi°ndśëldz
Windsor: wi°nz'r
Windsors: wi°nz'rz
windstorm: wi°ndstórm
windsucker: wi°ndsuk'r
windsurfing: wi°ndsérfëń
windswept: wi°ndswept
windtight: wi°ndtï°t
windup: wï°ndup
Windward: wi°ndw'rd
windway: wi°ndwä
windy: wi°ndë
wine: wï°n
wineberry: wï°nberë
winebibber: wï°nbib'r
wined: wï°nd
wineglass: wï°nglas
wineglassful: wï°nglasfúl
winegrower: wï°ngrö'r
winegrowing: wï°ngröiń
winepress: wï°npres
wineries: wï°n'rëz
winery: wï°n'rë
wines: wï°nz
Winesap: wï°nsap
wineshop: wï°nśáp
wineskin: wï°nskin
winey: wï°në
Winfred: wi°nfrid
Winfrey: wi°nfrë
wing: wi°ń
wingback: wi°ńbak
wingding: wi°ńdëń
winged: wi°ńd
winger: wi°ń'r
wingers: wi°ń'rz
winging: wi°ńiń
wingless: wi°ńlis
winglessness: wi°ńlisnes
winglet: wi°ńlit
winglike: wi°ńlïk
wingman: wi°ńm'n
wings: wi°ńz
wingspan: wi°ńspan
wingspread: wi°ńspred
Winifred: wi°nifrid
wining: wï°niń
wink: wi°ńk
winked: wi°ńkt
winker: wi°ńk'r
winking: wi°ńkiń
Winkle: wi°ńk'l
winkler: wi°ńkl'r
winkles: wi°ńk'lz
winks: wi°ńks
winn: wi°n
winnable: wi°n'b'l
Winnebago: win'bä°gö
winner: wi°n'r
winners: wi°n'rz
Winnie: wi°në
winning: wi°niń
winningest: wi°niń'st
winnings: wi°nińz
Winnipeg: wi°nip'g
Winnipegosis: win'p'gö°sis
winnock: wi°n'k
winnow: wi°nö
winnowed: wi°nöd
winnowing: wi°nöiń
wino: wï°nö
winos: wë°nös
wins: wi°nz
winsome: wi°ns'm
winsomely: wi°ns'mlë
winsomeness: wi°ns'mnes
Winston: wi°nst'n
winter: wi°nt'r
winterbourne: wi°nt'rbórn
wintered: wi°nt'rd
winterfeed: wi°nt'rfëd
wintergreen: wi°nt'grën
winterise:> winterize
winterised:> winterized
winterize: wi°nt'rïz
winterized: wi°nt'rïzd
winterkill: wi°nt'rkil
winters: wi°nt'rz
wintertide: wi°nt'rtïd
wintertime: wi°nt'rtïm
Winthrop: wi°nþr'p
wintle: wi°nt'l
wintry: wi°ntrë
winy: wï°në
winze: wi°nz
wipe: wï°p
wiped: wï°pt
wipeout: wï°paút
wiper: wï°p'r
wipers: wï°p'rz
wipes: wï°ps
wiping: wï°piń
wire: wï°'r
wired: wï°'rd
wiredancer: wï°'rdans'r
wiredraw: wï°'rdro
wirehair: wï°'rhär
wirehaired: wï°rha'rd
wireless: wï°rlis
wireman: wï°rm'n
Wirephoto: wï°'rfötö
wirepuller: wï°'púl'r
wirepulling: wï°'rpúliń
wirer: wï°'r'r
wires: wï°rz
wiretap: wï°'rtap
wiretapped: wï°'rtapt
wiretapper: wï°'rtap'r
wiretapping: wï°'rtapiń
wiretaps: wï°rtaps
wirework: wï°'rwérk
wireworm: wï°'wérm
wiring: wï°riń
wirra: wi°r'
wiry: wi°rë
Wis: wi°s
Wisconsin: wisko°ns'n
wisdom: wi°zd'm
wise: wï°z
wiseacre: wï°zäk'r
wisecrack: wï°zkrak
wisecracking: wï°zkrakiń
wisecracks: wï°zkraks
wised: wï°zd
wiseguy: wï°zgï
wisely: wï°zlë
wiseman: wï°zm'n
wisen:> wizen
wisenheimer: wï°z'nhïm'r
wisent: vë°z'nt
wiser: wï°z'r
wisest: wï°z'st
wish: wi°ś
wishbone: wi°śbön
wished: wi°śt
wisher: wi°ś'r
wishers: wi°ś'rz
wishes: wi°śiz
wishful: wi°śf'l
wishfully: wi°śf'lë
wishing: wi°śiń
Wisla: vë°swá
Wismar: vi°smár
wisp: wi°sp
wispy: wi°spë
wiss: wi°s
wissing: wi°siń
wist: wi°st
wisteria: wistë°'rë'
wistful: wi°stf'l
wistfully: wi°stf'lë
wistfulness: wi°stf'lnes
wit: wi°t
witan: wi°t'n
witch: wi°ć
witchcraft: wi°ćkraft
witchery: wi°ć'rë
witches: wi°ć'z
witchetty: wi°tś'të
witching: wi°ćiń
witchy: wi°ćë
wite: wï°t
witenagemot: wi°t'n'g'möt
with: wi°ð
withal: wiðá°l
withdraw: wiþdró°
withdrawal: wiþdró°'l
withdrawals: wiþdró°'lz
withdrawing: wiþdró°iń
withdrawn: wiþdró°n
withdraws: wiþdró°z
withdrew: wiðdrü°
withe: wi°þ
wither: wi°ð'r
withered: wi°ð'rd
withering: wi°ð'riń
witherite: wi°ð'rït
withers: wi°ð'rz
withershins: wi°ð'rśinz
withheld: wiþhe°ld
withhold: wiþhö°ld
withholding: wiþhö°ldiń
withholds: wi°þhöldz
within: wiði°n
withindoors: wiði°ndörz
without: wiðaú°t
withoutdoors: wiðaú°tdörz
withstand: wiþsta°nd
withstanding: wiþsta°ndiń
withstands: wiþsta°ndz
withstood: wiþstú°d
withy: wi°ðë
witless: wi°tl's
witlessly: wi°tlislë
witling: wi°tliń
witloof: wi°tlöf
witness: wi°tn's
witnessed: wi°tn'st
witnesses: wi°tn's'z
witnessing: wi°tn'siń
wits: wi°ts
Witt: wi°t
witted: wi°tid
Wittenberg: wi°t'nbérg
witter: wi°t'r
witters: wi°t'rz
Wittgenstein: vi°tg'nśtïn
witticism: wi°tisiz'm
wittily: wi°t'lë
witting: wi°tiń
wittingly: wi°tińlë
wittol: wi°t'l
witty: wi°të
Witwatersrand: wi°twót'rsrand
wive: wï°v
wives: wï°vz
wiz: ẃi°z
wizard: wi°z'rd
wizardly: wi°z'rdlë
wizardry: wi°z'rdrë
wizards: wi°z'rdz
wizen: wï°z'n
wizened: wï°z'nd
Wm: wi°ly'm
wo: ẃö°
woad: wö°d
woaded: wö°did
woadwaxen: wö°dwaks'n
wobbegong: wá°bigáń
wobble: wo°b'l
wobbled: wo°b'ld
wobbling: wo°b'liń
wobblingly: wá°blińlë
wobbly: wo°b'lë
Wobegon: wö°b'gon
Woden: wö°d'n
wodge: wá°j
woe: wö°
woebegone: wö°bigón
woeful: wö°f'l
woefully: wö°f'lë
woes: wö°z
woesome: wö°s'm
woggle: wó°g'l
wok: wo°k
woke: wö°k
woken: wö°k'n
woks: wo°ks
wold: wö°ld
wolf: wú°lf
Wolfe: wú°lf
wolfer: wú°lf'r
Wolff: wú°lf
wolffish: wú°lffiś
Wolfgang: wú°lfgań
wolfhound: wú°lfhaúnd
wolfish: wú°lfiś
wolfishly: wú°lfiślë
wolfishness: wú°lfiśnes
wolfram: wú°lfram
wolframite: wú°lfr'mït
wolfsbane: wú°lfsbän
wolfskin: wú°lfskin
wollastonite: wú°l'st'nït
Wollongong: wú°l'ngoń
Wolof: wö°lof
Wolsey: wö°lsë
wolver: wú°lv'r
Wolverhampton: wú°lv'rhampt'n
wolverine: wúlv'rë°n
wolves: wú°lvz
woman: wú°m'n
womanhood: wú°m'nhúd
womanise:> womanize
womaniser:> womanizer
womanish: wú°m'niś
womanishly: wú°m'niślë
womanishness: wú°m'niśnes
womanising:> womanizing
womanize: wú°m'nïz
womanizer: wú°m'nïz'r
womanizing: wú°m'nïziń
womankind: wú°m'nkïnd
womanly: wú°m'nlë
womanpower: wú°m'npaú'r
womb: wü°m
wombat: wo°mbat
wombats: wo°mbats
womble: wo°mb'l
wombles: wo°mb'lz
women: wi°m'n
womenfolk: wi°minfök
womera: wá°m'r'
wommera: wá°m'r'
won: wo°n
won't: wö°nt
wonder: wu°nd'r
wondered: wu°nd'rd
wonderful: wu°nd'rf'l
wonderfully: wu°nd'rf'lë
wonderfulness: wu°nd'rf'lnes
wondering: wu°nd'riń
wonderingly: wu°nd'rińlë
wonderland: wu°nd'rland
wonderment: wu°nd'rm'nt
wonders: wu°nd'rz
wonderstruck: wu°nd'rstruk
wonderwork: wu°nd'rwérk
wondrous: wu°ndr's
Wong: wó°ń
wonga: wá°ń'
wonk: wo°nk
wonks: wo°nks
wonky: wá°ńkë
wont: wö°nt
wonted: wö°ntid
wontedly: wö°ntidlë
wontedness: wö°ntidnes
woo: wü°
wood: wú°d
Woodard: wú°d'rd
woodbind: wú°dbïnd
woodbine: wú°dbïn
woodblock: wú°dblok
woodborer: wú°dbör'r
woodbox: wú°dbáks
Woodbridge: wú°dbrij
woodcarver: wú°dkorv'r
woodcarvers: wú°dkorv'rz
woodchip: wú°dćip
woodchips: wú°dćips
woodchopper: wú°dćáp'r
woodchuck: wú°dćuk
woodchucks: wú°dćuks
woodcock: wú°dkok
woodcraft: wú°dkraft
woodcreeper: wú°dkrëp'r
woodcut: wú°dkut
woodcutter: wú°dkut'r
wooded: wú°did
wooden: wú°d'n
woodenhead: wú°d'nhed
woodenware: wú°d'nwär
woodgrouse: wú°dgraús
woodhouse: wú°dhaús
Woodhull: wú°dhul
woodie: wú°dë
wooding: wú°diń
woodland/aj: wú°dl'nd; n: wú°dland
woodlands: wú°dlandz
woodlark: wú°dlárk
woodlot: wú°dlot
woodlouse: wú°dlaús
woodman: wú°dm'n
woodmouse: wú°dmaús
woodnote: wú°dnöt
woodpecker: wú°dpek'r
woodpeckers: wú°dpek'rz
woodpigeon: wú°dpij'n
woodpile: wú°dpïl
woodpiles: wú°dpïlz
woodprint: wú°dprint
woodroof: wú°drüf
Woodrow: wú°drö
woodruff: wú°dr'f
woodrush: wú°dr'ś
woods: wú°dz
woodshed: wú°dśed
woodsheds: wú°dśedz
woodsman: wú°dzman
woodsmen: wú°dzm'n
Woodstock: wú°dstok
woodsy: wú°dzë
woodturner: wú°dtérn'r
Woodward: wú°dw'rd
woodwax: wú°dwaks
woodwaxen: wú°dwaks'n
woodwind: wú°dwind
woodwinds: wú°dwindz
woodwork: wú°dwérk
woodworker: wú°dwérk'r
woodworkers: wú°dwérk'rz
woodworking: wú°dwérkiń
woodworm: wú°dwérm
woody: wú°dë
woodyard: wú°dyárd
wooed: wü°d
woof: wü°f
woofer: wú°f'r
woofers: wú°f'rz
woofter: wü°ft'r
wooing: wü°iń
wool: wú°l
woolen: wú°l'n
woolens: wú°l'nz
wooler: wú°l'r
Woolf: wú°lf
woolfell: wú°lfel
woolgathering: wú°lgað'riń
woolgrower: wú°lgrö'r
woollen:> woolen
woollens:> woolens
Woolley: wú°lë
woolly: wú°lë
woolman: wú°lm'n
wools: wú°lz
woolsack: wú°lsak
woolsey: wú°lzë
woolshed: wú°lśed
Woolworth: wú°lwérþ
woomera: wú°m'r'
woomerang: wü°m'rań
woorali: wúrá°lë
woos: wü°z
woosh: wü°ś
Wooster: wü°st'r
Wooten: wü°t'n
wootz: wü°ts
woozy: wü°zë
wop: wo°p
wops: wo°ps
Worcester: wú°stér
Worcestershire: wú°st'rśër
